Horner_Adams_Taxon,Species,Ecotype,SVL,FL,RL,HL,HH,HW,SE,CHEEK,NECK
carnA1,Plagiocephalus,arboreal,33.8,11.47,15.3,7.53,3.2,4.58,3.54,3.99,8.03
carnA1,Plagiocephalus,arboreal,35.03,11.76,15.16,8.24,2.97,5,3.79,4.45,6.44
carnA1,Plagiocephalus,arboreal,30.22,10.09,12.67,6.49,2.24,4.05,3.26,3.23,6.25
carnA1,Plagiocephalus,arboreal,30.21,10.39,13.1,6.76,2.87,4,3.41,3.35,5.99
carnA1,Plagiocephalus,arboreal,28.49,9.41,10.81,6.12,1.95,3.39,2.89,3.23,6.35
carnA1,Plagiocephalus,arboreal,26.67,8.88,10.95,6.05,2.13,3.71,2.82,3.23,6.15
carnA1,Plagiocephalus,arboreal,27.09,9.32,11.13,6.06,2.15,3.57,2.69,3.37,6.69
carnA1,Plagiocephalus,arboreal,35,11,15.5,7.8,3.4,5,3.6,4.2,6.7
carnA1,Plagiocephalus,arboreal,34.86,11.88,16.15,7.42,3.01,4.73,3.35,4.07,7.7
carnA1,Plagiocephalus,arboreal,34.63,12.81,15.07,7.17,3.3,4.8,3.5,3.67,7.78
carnA1,Plagiocephalus,arboreal,40.26,12.65,14.82,7.82,3.58,5.31,3.44,4.38,8.21
carnA1,Plagiocephalus,arboreal,35.47,12.2,13.9,7.72,3.37,5.27,3.35,4.37,8.62
carnA1,Plagiocephalus,arboreal,32.54,11.42,13.65,7.26,2.72,4.58,3.23,4.03,6.7
carnA1,Plagiocephalus,arboreal,38.91,13.88,18.07,8.66,3.41,5.9,3.64,5.02,8.52
carnA1,Plagiocephalus,arboreal,37.87,13.28,16.34,7.7,3.21,4.96,3.57,4.13,8.05
carnA1,Plagiocephalus,arboreal,34.95,11.66,15.9,7.68,2.88,4.7,3.6,4.08,7.6
carnA1,Plagiocephalus,arboreal,36.04,11.35,13.45,7.2,3.2,4.24,3.3,3.9,6.48
carnA2,Tytthos,arboreal,32.86,10.23,13.39,6.28,2.41,4.18,3.11,3.17,6.37
carnA2,Tytthos,arboreal,34.09,9.94,12.87,6.7,2.57,4.04,2.91,3.79,6.57
carnA2,Tytthos,arboreal,26.65,10.58,13,6.29,2.18,3.73,2.87,3.42,6.78
carnA2,Tytthos,arboreal,28.87,9.32,12.05,6.2,2.25,3.73,2.8,3.4,7.03
carnA2,Tytthos,arboreal,30.01,9.53,12.21,6.4,2.62,3.67,3.06,3.34,6.32
carnA2,Tytthos,arboreal,26.47,9.44,11.6,5.93,2.49,3.57,2.75,3.18,5.78
carnA2,Tytthos,arboreal,29.84,9.9,12.04,6.43,2.54,3.59,2.87,3.56,5.77
carnA2,Tytthos,arboreal,31.4,9.25,11.96,6.21,2.34,3.82,2.86,3.35,6.25
carnA2,Tytthos,arboreal,27.46,9.16,11.16,6.03,2.42,3.61,2.66,3.37,5.92
carnA2,Tytthos,arboreal,32.55,10.84,13.2,6.71,2.85,3.9,2.97,3.74,7.31
carnA2,Tytthos,arboreal,26.04,8.71,11.47,6.04,2.44,3.46,2.91,3.13,5.13
carnA2,Tytthos,arboreal,27.85,8.83,11.33,6.22,2.49,3.65,2.83,3.39,6.18
carnA2,Tytthos,arboreal,32.38,9.55,13.44,6.67,2.84,3.89,3.15,3.52,6.19
carnA2,Tytthos,arboreal,38.62,11.8,13.95,7.41,3.1,4.66,3.31,4.1,8.61
carnA2,Tytthos,arboreal,36.87,10.94,12.5,7.58,2.6,4.5,3.28,4.3,7.44
carnA2,Tytthos,arboreal,32.02,11.13,14.16,7.14,2.54,4.36,3.3,3.84,7.1
carnA2,Tytthos,arboreal,33.88,9.95,13.23,6.73,2.5,3.84,2.99,3.74,7.36
carnA2,Tytthos,arboreal,34.28,10.92,13.4,7.03,2.51,4.09,3.27,3.76,8.28
carnA2,Tytthos,arboreal,33.44,10.81,13.97,6.88,3.11,4.37,3.07,3.81,6.67
carnA2,Tytthos,arboreal,30.99,10.85,13.74,7.03,3.27,4.47,3.21,3.82,5.84
carnA2,Tytthos,arboreal,28.29,9.4,11.47,6.19,2.48,3.79,2.92,3.27,5.53
carnA2,Tytthos,arboreal,23.71,6.41,9.35,5.22,1.8,3.3,2.42,2.8,4.97
carnA2,Tytthos,arboreal,31.52,10.7,13.34,6.84,3.04,4.51,3.13,3.71,6.58
carnA2,Tytthos,arboreal,33.49,10.36,13.1,7.17,3.19,4.12,3.35,3.82,6.39
carnA2,Tytthos,arboreal,33.06,10.49,13.72,6.87,3.33,4.19,3.34,3.53,6.91
carnA2,Tytthos,arboreal,32.94,11.03,13.7,7.2,3.06,4.13,3.36,3.84,6.99
carnA3,Ochrus,arboreal,42.2,13.63,16.84,8.19,3.63,4.9,3.6,4.59,8.08
carnA3,Ochrus,arboreal,43.34,14.96,17.55,8.57,3.61,5.17,3.73,4.84,8.56
carnA3,Ochrus,arboreal,41.92,14.35,18.32,8.63,3.41,5.48,4.14,4.49,9.01
carnA3,Ochrus,arboreal,42.1,12.56,16.79,8.41,3.05,5,3.98,4.43,7.86
carnA3,Ochrus,arboreal,34.87,12.24,16.35,7.3,2.54,4.75,3.24,4.06,8.25
carnA3,Ochrus,arboreal,40.48,14.14,16.81,8.8,3.53,5.54,3.78,5.02,8.15
carnA3,Ochrus,arboreal,42.4,13.28,16.94,8.15,3.54,4.71,3.85,4.3,7.4
carnA3,Ochrus,arboreal,39.62,14.15,16.83,8.83,3.8,5.55,3.67,5.16,7.95
carnA3,Ochrus,arboreal,34.28,11.82,15.6,7.43,2.71,4.91,3.56,3.87,7.67
carnA3,Ochrus,arboreal,42.29,15.03,17.62,8.92,3.48,5.54,4.03,4.89,9.77
carnA3,Ochrus,arboreal,40.76,14,16.68,8.12,2.89,5.63,3.72,4.4,8.69
carnA3,Ochrus,arboreal,34.95,10.85,15.07,7.38,2.95,4.41,3.36,4.02,7.22
carnA3,Ochrus,arboreal,34.36,12.45,15.12,7.27,2.7,4.4,3.31,3.96,7.64
carnA3,Ochrus,arboreal,40.25,14.01,16.64,8.2,3.42,5.04,3.62,4.58,7.43
carnA3,Ochrus,arboreal,34.66,13.01,15.87,7.45,2.62,4.67,3.31,4.14,7.31
carnA3,Ochrus,arboreal,37.44,12.85,16.52,8.09,3.22,5.21,3.67,4.42,7.71
carnA3,Ochrus,arboreal,34.17,11.62,14.12,7.16,2.86,4.52,3.14,4.02,7.68
carnA3,Ochrus,arboreal,39.53,14.67,18.01,8.84,3.27,5.11,3.75,5.09,8.05
carnA3,Ochrus,arboreal,37.32,13.11,15.47,7.88,3.1,5.1,3.44,4.44,7.93
carnA3,Ochrus,arboreal,43.81,13.24,17.15,8.47,3.37,5.47,3.85,4.62,8.93
carnA3,Ochrus,arboreal,39.16,13.02,17.31,8.43,3.43,5.37,3.74,4.69,8.67
fuhn,Fuhni,saxicolous,38.4,17.4,22.11,9.26,2.96,5.49,4.14,5.12,9.05
fuhn,Fuhni,saxicolous,38.35,15.58,20.17,8.13,2.78,4.48,3.44,4.69,8.53
fuhn,Fuhni,saxicolous,36.16,15.22,19.24,7.87,3.2,4.7,3.31,4.56,7.64
fuhn,Fuhni,saxicolous,47.04,16.83,24.18,9.45,3.91,6.04,4.22,5.23,9.62
fuhn,Fuhni,saxicolous,40.42,16.8,23.37,8.82,3.18,5.74,3.83,4.99,8.49
fuhn,Fuhni,saxicolous,44.6,17.21,22,9.17,3.08,5.94,4.13,5.04,9.17
fuhn,Fuhni,saxicolous,43.17,17.52,22.54,9.15,2.94,5.29,4.21,4.94,9.28
fuhn,Fuhni,saxicolous,46.83,18.85,24.7,9.22,2.95,5.8,4.16,5.06,9.26
fuhn,Fuhni,saxicolous,34.96,14.04,17.95,7.6,3.14,4.13,3.28,4.32,7.17
fuhn,Fuhni,saxicolous,43.42,17.79,22.03,8.8,3.31,5.44,4,4.8,8.86
fuhn,Fuhni,saxicolous,45.26,16.88,21.56,8.94,3.48,5.25,4.13,4.81,7.99
fuhn,Fuhni,saxicolous,39.51,17.08,22.22,8.69,2.89,5.07,3.85,4.84,8.32
litor,Litoralis,littoral,50.69,16.7,20.65,9.81,4.42,5.6,4.35,5.46,10.3
litor,Litoralis,littoral,41.73,14.24,18.71,8.1,3.42,4.64,3.69,4.41,8.62
litor,Litoralis,littoral,42.74,14.77,17.67,8.17,3.38,4.93,3.74,4.43,9.13
litor,Litoralis,littoral,38.44,14.71,18.71,8.34,3.61,5.12,3.81,4.53,8.93
litor,Litoralis,littoral,43.75,14.25,18.97,9.15,3.73,5.23,4.25,4.9,9.93
litor,Litoralis,littoral,39.77,14.61,18.67,8.44,3.43,4.88,3.62,4.82,9.3
litor,Litoralis,littoral,40.8,14.48,16.93,8,3.34,4.25,3.5,4.5,8.64
litor,Litoralis,littoral,31.41,11.44,14.7,6.74,2.53,4.07,3.18,3.56,7.17
litor,Litoralis,littoral,42.74,15.15,19.83,8.47,3.36,4.77,3.85,4.62,8.89
litor,Litoralis,littoral,38,13.82,16.77,7.93,3.23,4.54,3.88,4.05,8.07
litor,Litoralis,littoral,41.42,14.09,18.72,8.14,3.84,5.09,3.75,4.39,7.73
litor,Litoralis,littoral,39.95,14.61,18.33,8.21,3.68,5.27,4.04,4.17,8.36
litor,Litoralis,littoral,30.71,11.63,14.85,6.9,2.65,4.08,3.17,3.73,6.43
litor,Litoralis,littoral,39.85,14.14,17.4,8.13,3.45,4.84,3.62,4.51,8.19
litor,Litoralis,littoral,43.96,16.84,20.24,9.4,4,5.42,4.44,4.96,9.86
litor,Litoralis,littoral,42.45,15.05,19.29,8.97,3.52,5.37,3.96,5.01,9.49
litor,Litoralis,littoral,37.77,13.96,18.46,8.15,3.36,4.65,3.66,4.49,8.89
litor,Litoralis,littoral,50.99,15.6,19.62,9.35,3.98,5.61,4.12,5.23,9.89
litor,Litoralis,littoral,49.62,15.78,19.11,9.21,4.06,5.76,4.19,5.02,10.23
litor,Litoralis,littoral,47.82,15.1,19.47,9.2,3.45,5.3,4.22,4.98,9.38
litor,Litoralis,littoral,44.66,15.15,19.01,8.92,3.65,5.2,4.09,4.83,9.26
litor,Litoralis,littoral,39.51,14.19,18.51,8.75,3.33,5.08,3.81,4.94,9.32
litor,Litoralis,littoral,37.45,14.5,17.75,7.69,3.02,4.74,3.42,4.27,8.34
litor,Litoralis,littoral,38.45,13.77,17.3,8.09,3.06,4.74,3.76,4.33,8.32
litor,Litoralis,littoral,37.05,13.13,17,7.71,2.86,4.45,3.7,4.01,6.4
litor,Litoralis,littoral,40.9,14.46,19.98,8.91,3.56,5.42,3.91,5,8.61
litor,Litoralis,littoral,41.35,14.39,18.59,8.37,3.51,4.9,3.95,4.42,7.79
litor,Litoralis,littoral,42.39,14.06,19.26,9.1,4.44,5.86,4.44,4.66,8.25
litor,Litoralis,littoral,38.88,14.22,18.2,8.16,3.65,5,3.7,4.46,7.59
litor,Litoralis,littoral,42.41,15.4,18.76,8.31,4.43,4.95,3.62,4.69,8.29
litor,Litoralis,littoral,41.32,14.94,19.23,8.89,4.05,5.26,3.9,4.99,8.99
litor,Litoralis,littoral,39.77,14.58,18.41,8.32,3.7,5.2,3.63,4.69,7.91
litor,Litoralis,littoral,34.5,13.25,16.6,7.23,3.4,4.53,3.26,3.97,7.65
horn,Horneri,littoral,28.65,10.49,13.47,6.48,2.37,3.89,2.94,3.54,7.15
horn,Horneri,littoral,43.4,14.81,18.93,8.7,3.75,5.09,3.96,4.74,9.81
horn,Horneri,littoral,44,15.23,18.92,8.71,3.64,5.06,3.72,4.99,9.28
horn,Horneri,littoral,41.08,13.52,18.61,8.41,3.31,5.17,3.84,4.57,9
horn,Horneri,littoral,43.44,14.27,19.42,9.1,3.6,6.34,3.96,5.14,9.74
horn,Horneri,littoral,49.21,15.41,20.16,9.29,3.88,5.64,4.35,4.94,9.15
horn,Horneri,littoral,51,16.07,21.57,9.83,4.29,6.45,4.52,5.31,9.76
horn,Horneri,littoral,28.84,10.21,13.21,6.28,2.64,3.83,3,3.28,6.37
horn,Horneri,littoral,40.26,15.32,18.8,8.77,3.39,4.65,3.79,4.98,8.8
horn,Horneri,littoral,39.3,15,18.37,8.64,3.36,5.07,3.9,4.74,8.64
horn,Horneri,littoral,39.3,14.02,18.12,8.7,3.4,4.92,3.76,4.94,9.52
horn,Horneri,littoral,29.8,10.66,13.3,6.52,2.58,3.86,2.74,3.78,6.55
horn,Horneri,littoral,26.21,9.09,12.44,6.07,2.41,3.27,2.63,3.44,6.18
gurr,Gurrmul,littoral,35.99,12.79,17.25,8.02,3.7,5.18,3.59,4.43,6.66
gurr,Gurrmul,littoral,34.02,11.83,14.73,7.66,3.49,4.72,3.26,4.4,4.94
gurr,Gurrmul,littoral,34.54,12.95,15.05,7.3,3.3,4.63,3.2,4.1,6.22
gurr,Gurrmul,littoral,37.78,13.06,16.8,7.91,3.9,5.03,3.43,4.48,7.18
gurr,Gurrmul,littoral,36.76,12.89,17.01,7.73,3.17,5.08,3.59,4.14,7.32
gurr,Gurrmul,littoral,40.84,13.83,17.14,8.66,3.56,5.39,3.89,4.77,7.53
gurr,Gurrmul,littoral,39.92,14.04,16.83,8.29,3.4,4.96,4.02,4.27,7.42
gurr,Gurrmul,littoral,40.05,13.08,18.16,8.35,3.65,4.89,3.93,4.42,7.69
gurr,Gurrmul,littoral,42.13,14.42,18.61,8.38,3.24,5.21,3.85,4.53,8.13
gurr,Gurrmul,littoral,31.9,11.07,13.76,7.04,2.78,4.23,3.41,3.63,6.28
gurr,Gurrmul,littoral,34.39,12.69,16.2,7.6,3.31,4.71,3.68,3.92,7.43
gurr,Gurrmul,littoral,44.33,13.7,16.79,8.41,3.87,5.21,3.8,4.61,8.14
gurr,Gurrmul,littoral,38.1,12.96,17.62,8.19,3.45,5.41,3.8,4.39,7.45
megaB,Ustulatus,saxicolous,30.47,10.71,15.24,6.63,2.5,4.31,2.98,3.65,5.98
megaB,Ustulatus,saxicolous,31.16,10.91,15.35,6.8,2.67,4.17,3.02,3.78,6.35
megaB,Ustulatus,saxicolous,35.29,12.2,15.62,7.29,2.57,4.4,3.09,4.2,7.09
megaB,Ustulatus,saxicolous,32.23,12.2,15.62,7.29,2.57,4.4,3.09,4.2,7.09
megaB,Ustulatus,saxicolous,37.5,13.05,17.23,7.51,2.26,4.39,3.47,4.04,7.6
megaB,Ustulatus,saxicolous,36.83,12.65,16.84,7.47,2.45,4.36,3.38,4.09,8.11
megaB,Ustulatus,saxicolous,30.57,10.82,14.03,6.58,2.06,4.35,3.19,3.39,6.46
megaB,Ustulatus,saxicolous,36.28,11.77,14.78,7.2,2.82,4.23,3.32,3.88,7.84
megaB,Ustulatus,saxicolous,33.14,11.76,15.45,7.27,2.57,4.11,3.24,4.03,8.15
megaB,Ustulatus,saxicolous,37.22,11.54,14.32,7.28,2.68,4.18,3.12,4.16,8.99
megaB,Ustulatus,saxicolous,36.08,11.91,14.5,7.46,2.41,4.31,3.39,4.07,7.56
megaB,Ustulatus,saxicolous,34.33,12.88,14.45,7.1,2.38,4.33,3.09,4.01,7.75
megaB,Ustulatus,saxicolous,31.09,11.96,14.72,7.31,2.52,4.03,3.31,4,6.91
megaB,Ustulatus,saxicolous,36.4,12.75,15.2,7.37,3.17,4.48,3.26,4.11,7.99
megaB,Ustulatus,saxicolous,32.34,10.81,14.49,6.84,2.84,4.36,3.11,3.73,7.79
megaB,Ustulatus,saxicolous,35.41,13.01,15.87,7.74,2.29,4.49,3.28,4.46,8.37
megaB,Ustulatus,saxicolous,36.43,12.42,16.31,7.94,2.66,4.58,3.32,4.62,7.72
megaB,Ustulatus,saxicolous,36.04,12.58,16.38,7.84,2.04,5.31,3.44,4.4,7.52
megaB,Ustulatus,saxicolous,39.07,13.48,17.03,7.54,2.26,4.39,3.39,4.15,9.19
megaB,Ustulatus,saxicolous,41.61,13.25,16.5,8.15,2.55,4.41,3.72,4.43,8.4
megaB,Ustulatus,saxicolous,37.71,12.43,17.02,7.6,2.31,4.32,3.59,4.01,7.74
megaB,Ustulatus,saxicolous,38.95,12.82,17.53,7.71,2.61,4.71,3.13,4.58,7.69
megaB,Ustulatus,saxicolous,32.83,12.13,15.37,6.81,2.35,4.16,2.82,3.99,7.34
megaB,Ustulatus,saxicolous,32.08,12.48,15.85,7.04,2.8,4,3.03,4.01,6.6
megaB,Ustulatus,saxicolous,31.47,11.68,14.04,6.9,2.53,3.84,2.87,4.03,6.64
megaB,Ustulatus,saxicolous,39.71,12.96,15.76,7.88,2.71,4.7,3.7,4.18,7.18
megaB,Ustulatus,saxicolous,38.8,12.21,15.32,7.77,2.86,4.6,3.35,4.42,7.56
megaB,Ustulatus,saxicolous,30.08,10.71,13.56,6.33,2.26,3.66,2.68,3.65,6.04
megaA5,Zoticus,saxicolous,30.31,11.82,13.94,6.68,2.08,4.01,3.07,3.61,6.52
megaA5,Zoticus,saxicolous,35.26,12,14.81,7.17,2.26,4.31,3.37,3.8,7.37
megaA5,Zoticus,saxicolous,34.19,12.11,14.28,7.14,2.57,4.5,3.58,3.56,7.58
megaA5,Zoticus,saxicolous,36.32,12.39,14.67,7.39,2.65,4.45,3.5,3.89,8.32
megaA5,Zoticus,saxicolous,36.5,12.94,14.96,7.21,2.27,4.6,2.99,4.22,8.31
megaA5,Zoticus,saxicolous,25.44,8.83,10.67,5.8,1.83,3.45,2.81,2.99,5.97
megaA5,Zoticus,saxicolous,38.65,13.05,15.26,8.44,2.53,4.89,3.6,4.84,8.53
megaA5,Zoticus,saxicolous,31.04,11.57,14.25,6.61,2.22,3.84,2.88,3.73,7.19
megaA5,Zoticus,saxicolous,34.2,13.02,15.43,7.07,2.27,4.17,3.08,3.99,7.55
megaA5,Zoticus,saxicolous,29.86,11.4,13.43,6.09,1.74,3.83,2.84,3.25,6.95
megaA5,Zoticus,saxicolous,35.22,13.13,16.01,7.65,2.54,4.8,3.46,4.19,7.8
megaA5,Zoticus,saxicolous,37.98,12.23,15.67,7.7,2.31,4.74,3.47,4.23,7
megaA5,Zoticus,saxicolous,34.55,10.22,13.28,7.3,2.5,4.38,3.26,4.04,6.79
megaA5,Zoticus,saxicolous,32.07,11.34,13.02,7.21,2.34,4.34,3.37,3.84,6.76
megaA5,Zoticus,saxicolous,32.61,10.6,12.65,6.68,2.31,4.22,3.16,3.52,6.46
megaA5,Zoticus,saxicolous,32.21,10.22,13.28,7,2.39,3.94,3.08,3.92,7
virgA2,Virgatus,arboreal,36.01,12.24,15.34,7.47,3.08,4.48,3.16,4.31,7.65
virgA2,Virgatus,arboreal,38.13,11.74,14.45,7.3,2.84,4.2,3.2,4.1,8.03
virgA2,Virgatus,arboreal,32.95,11.2,14.82,7.02,2.43,3.95,3.27,3.75,7.32
virgA2,Virgatus,arboreal,34.39,11.95,15.44,7.31,2.93,4.38,3.2,4.11,7.94
virgA2,Virgatus,arboreal,35.68,12.94,16.09,7.81,2.5,4.22,3.3,4.51,7.91
virgA2,Virgatus,arboreal,34.91,11.11,14.93,7.33,2.54,4.03,3.1,4.23,6.82
virgA2,Virgatus,arboreal,27.54,9.04,10.96,6.15,2.04,3.56,2.9,3.25,5.76
virgA2,Virgatus,arboreal,24.58,7.8,10.4,5.3,1.93,3.07,2.48,2.82,5.63
virgA2,Virgatus,arboreal,33.34,11.91,14.27,7.15,2.3,3.85,3,4.15,7.48
virgA2,Virgatus,arboreal,38.5,12.71,16.15,7.98,3.46,5.22,4.07,3.91,8.63
virgA2,Virgatus,arboreal,34.41,10.91,13.22,7.24,2.84,4.2,3.28,3.96,8.22
virgA2,Virgatus,arboreal,36.47,10.93,13.58,7.22,2.73,4.32,3.17,4.05,8.83
virgA2,Virgatus,arboreal,32.63,11.5,13.42,7.14,2.49,4.17,3.35,3.79,7.96
virgA2,Virgatus,arboreal,34.85,10.74,12.94,7.35,3.22,3.99,3.41,3.94,6.91
virgA2,Virgatus,arboreal,39.67,11.36,12.82,7.46,3.35,4.37,3.37,4.09,8.19
virgA2,Virgatus,arboreal,37.9,11.01,15.08,7.4,3.13,3.88,3.15,4.25,7.63
virgA2,Virgatus,arboreal,35.95,12.36,14.4,7,2.54,4.06,3.14,3.86,8.4
virgA2,Virgatus,arboreal,36.52,12.11,14.52,7.2,2.54,4.05,3.12,4.08,7.95
virgA2,Virgatus,arboreal,34.15,11.7,14.97,7.13,2.88,4.33,3.23,3.9,6.89
virgA2,Virgatus,arboreal,33.98,11.31,15.08,7.11,2.79,3.92,3.19,3.92,7.47
virgA2,Virgatus,arboreal,33.66,11.17,13.39,7.11,2.59,3.81,3.16,3.95,8.69
virgA2,Virgatus,arboreal,38,12.85,15.6,7.62,3.04,4.74,3.29,4.33,7.89
virgA2,Virgatus,arboreal,30.27,9.91,13.87,6.75,2.25,3.93,3.1,3.65,7.15
virgA2,Virgatus,arboreal,39.31,12.78,15.48,7.74,2.82,4.12,3.51,4.23,8.28
virgA2,Virgatus,arboreal,37.27,12.08,14.44,7.14,2.77,3.96,3.27,3.87,8.3
virgA2,Virgatus,arboreal,34.12,10.95,13.92,6.89,2.33,3.51,3.24,3.65,7.84
virgA2,Virgatus,arboreal,31.22,10.4,12.68,6.48,2.67,4.02,2.98,3.5,6.84
virgA2,Virgatus,arboreal,35.8,13.7,15.45,7.7,3.12,4.78,3.36,4.34,8.68
virgA2,Virgatus,arboreal,33.98,11.42,14.52,7.1,2.97,4.17,3.35,3.75,7.83
virgA2,Virgatus,arboreal,34.77,11.55,13.85,6.9,3,4.33,3.07,3.83,7.25
virgA3,Adamsi,arboreal,32.22,10.18,12.42,6.19,2.51,3.98,2.73,3.46,6.81
virgA3,Adamsi,arboreal,28.04,9.93,11.23,6.06,2.27,3.6,2.77,3.29,6.55
virgA3,Adamsi,arboreal,36.13,10.93,13.89,6.9,2.5,4.06,3,3.9,7.75
virgA3,Adamsi,arboreal,31.77,10.93,13.97,6.47,2.52,4,2.83,3.64,6.83
virgA3,Adamsi,arboreal,36.6,11.16,14.07,7.17,2.85,4.26,3.26,3.91,7.08
virgA3,Adamsi,arboreal,34.6,11.45,14.39,6.9,2.76,4.23,3.23,3.67,7.64
virgA3,Adamsi,arboreal,33.25,11.58,14.37,6.78,2.78,4.23,3.06,3.72,7.49
virgA3,Adamsi,arboreal,35.3,11.11,14.23,7.23,2.77,4.5,3.09,4.14,6.9
virgA3,Adamsi,arboreal,32.96,11.42,14.05,6.64,2.37,4.32,2.91,3.73,6.57
virgA3,Adamsi,arboreal,35.35,11.21,13.93,6.95,2.95,4.39,3.34,3.61,7.8
virgA3,Adamsi,arboreal,30.36,9.7,12.3,6.7,2.4,4.06,2.83,3.87,7.07
virgA3,Adamsi,arboreal,37.3,10.61,14.72,7.09,3.03,4.6,3.53,3.56,7.59
virgA3,Adamsi,arboreal,32.48,9.84,13.24,6.98,2.83,4.17,3.43,3.55,6.83
virgA3,Adamsi,arboreal,36.85,11.25,14.3,7.4,2.75,4.57,3.28,4.12,7.25
virgA3,Adamsi,arboreal,35.06,11.46,14.94,6.79,2.61,4.27,3.24,3.55,7.72
virgA3,Adamsi,arboreal,36.04,11.41,14.31,7.11,3.06,4.46,3.32,3.79,8.17
virgA3,Adamsi,arboreal,34.52,11.46,14.21,6.87,2.77,4.09,3.01,3.86,7.19
virgA3,Adamsi,arboreal,34.85,11.54,14.17,7.35,2.84,4.3,3.24,4.11,7.27
virgA3,Adamsi,arboreal,36.78,11.87,15.6,7.16,2.92,4.22,3.06,4.1,7.84
virgA3,Adamsi,arboreal,32.67,10.58,13.76,6.92,2.76,4.26,3.05,3.87,7.26
virgA3,Adamsi,arboreal,36,11.41,14.72,7.17,2.98,4.72,3.4,3.77,7.78
virgA3,Adamsi,arboreal,33.08,11.65,14.46,6.8,3.25,4.28,2.98,3.82,7.4
virgA3,Adamsi,arboreal,32.88,10.82,14.09,7.13,3.07,4.46,3.3,3.83,6.89
virgA3,Adamsi,arboreal,35.28,10.43,13.78,7.26,3.22,4.37,3.25,4.01,7.51
virgA1,Pulcher,arboreal,35.77,11.64,13.53,6.91,2.52,3.83,3.35,3.56,7.94
virgA1,Pulcher,arboreal,36.08,11.94,15,7.37,2.66,4.33,3.21,4.16,8.23
virgA1,Pulcher,arboreal,28.02,10.07,12.64,5.89,1.95,3.55,2.87,3.02,6.41
virgA1,Pulcher,arboreal,33.28,10.8,12.8,6.66,2.49,3.98,2.87,3.79,7.29
virgA1,Pulcher,arboreal,32.22,9.77,11.75,6.08,2.14,3.56,2.57,3.51,6.58
virgA1,Pulcher,arboreal,36.45,11.44,13.6,6.67,2.54,4,3.25,3.42,7.78
virgA1,Pulcher,arboreal,35.7,11.81,14.45,6.8,2.51,4.01,3.02,3.78,7.51
virgA1,Pulcher,arboreal,32.36,10.83,14.51,6.86,2.57,4.16,3.07,3.79,7.5
virgA1,Pulcher,arboreal,32.58,10.68,12.23,6.85,2.42,4.21,2.92,3.93,7.65
virgA1,Pulcher,arboreal,35.62,11.81,14.78,7.26,3.06,4.47,3.05,4.21,7.96
virgA1,Pulcher,arboreal,33.9,11.19,13.83,6.83,2.8,4.2,3.02,3.81,7.5
virgA1,Pulcher,arboreal,31.81,9.91,13.54,6.63,2.45,4.37,2.78,3.85,6.99
virgA1,Pulcher,arboreal,39.59,11.61,14.13,7.13,2.96,4.35,3.24,3.89,8.27
virgA1,Pulcher,arboreal,32.5,10.85,13.61,6.42,2.55,3.9,2.86,3.56,7.3
virgA1,Pulcher,arboreal,36.18,11.05,14.36,6.67,2.62,4.12,2.84,3.83,7.89
virgA1,Pulcher,arboreal,35.25,12.11,13.67,6.71,2.57,4.26,3,3.71,7.84
virgA1,Pulcher,arboreal,36.38,11.27,14.36,7.53,2.91,4.86,3.48,4.05,7.3
virgA1,Pulcher,arboreal,31.48,10.56,13.24,6.39,2.57,3.76,2.88,3.51,6.08
virgA1,Pulcher,arboreal,35.61,12.21,14.63,7.94,2.81,5.71,3.56,4.38,7.85
virgA1,Pulcher,arboreal,32.73,11.43,14.19,7.03,2.96,4.35,3.2,3.83,5.87
virgA1,Pulcher,arboreal,38.14,11.51,15.04,7.55,2.74,4.9,3.42,4.13,7.11
virgA1,Pulcher,arboreal,36.46,11.23,15.15,7.5,3.34,5.24,3.42,4.08,7.05
virgA1,Pulcher,arboreal,40.6,12.61,16.34,7.97,3.52,5.33,3.55,4.42,6.91
virgA1,Pulcher,arboreal,38.8,11.78,15.59,7.63,2.88,5.36,3.5,4.13,7.47
virgA1,Pulcher,arboreal,37.28,12.99,15.32,7.58,3.37,5.02,3.55,4.03,7.07
virgA1,Pulcher,arboreal,36.4,11.03,14.51,6.96,2.61,3.83,2.97,3.99,7.91
virgA1,Pulcher,arboreal,35.95,10.62,13.26,6.44,2.55,4.04,2.7,3.74,7.57
virgA1,Pulcher,arboreal,37.09,11.06,13.19,6.6,2.6,4.1,3,3.6,8.08
virgA1,Pulcher,arboreal,38.66,12.37,15.58,7.25,2.87,4.56,3.48,3.77,8.34
virgA1,Pulcher,arboreal,36.58,11.92,15.67,7.5,3.02,4.43,3.28,4.22,8.58
virgA1,Pulcher,arboreal,38.2,12.88,15.37,7.36,3.32,4.6,3.19,4.17,7.51
virgA1,Pulcher,arboreal,33.54,10.93,14.84,6.95,3.03,4.5,3.09,3.86,7.39
virgA1,Pulcher,arboreal,41.71,12.9,16.6,7.56,3.31,4.49,3.51,4.05,7.76
virgA1,Pulcher,arboreal,39.05,12.8,14.61,7.91,2.79,4.52,3.4,4.51,7.59
virgA1,Pulcher,arboreal,36.8,11.87,16.55,7.68,2.53,5.02,3.51,4.17,8.59
virgA1,Pulcher,arboreal,38.25,11.33,13.92,7.64,2.56,4.6,3.3,4.34,8.38
virgA1,Pulcher,arboreal,38.07,11.4,14.32,7.55,2.72,4.94,3.27,4.28,8.59
